OVERTON, SIR HUGH T.A.	1971	1974	Head of North American Department Foreign and Commonwealth Office 	
OVERTON, SIR HUGH T.A.	1974	1975	Consul-General Dusseldorf 	
OVERTON, SIR HUGH T.A.	1975	1980	Minister (Economic) Federal Republic of Germany 	
OVERTON, SIR HUGH T.A.	1980	1983	Consul-General New York 	
OVEY, SIR ESMOND	1924	1925	Counsellor Embassy Persia 	Q1367944
OVEY, SIR ESMOND			Counsellor Embassy Italy 	Q1367944
OVEY, SIR ESMOND	1925	1929	Minister to Mexico 	Q1367944
OVEY, SIR ESMOND			Ambassador to Brazil (did not proceed)	Q1367944
OVEY, SIR ESMOND	1929	1933	Ambassador to the U.S.S.R. 	Q1367944
OVEY, SIR ESMOND	1934	1937	Ambassador to Belgium 	Q1367944
OVEY, SIR ESMOND	1937	1942	Ambassador to Argentina 	Q1367944
OWEN, JANE C.	2002	2006	Commercial Counsellor Japan 	Q46396642
OWEN, JANE C.	2006	2010	Commercial Counsellor India 	Q46396642
OWEN, JANE C.	2010	2014	Ambassador to Norway 	Q46396642
OWEN, JANE C.	2014	2017	Chief Operating Officer U.K. Trade and Investment 	Q46396642
OWEN, JANE C.	2018		Ambassador to Switzerland 	Q46396642
OWEN, JOHN WYNNE.	1992	1995	Consul-General Boston 	
OWEN, JOHN WYNNE.	1995	1999	Governor of Cayman Islands 	
OWEN, KARA J.	2012	2016	Minister France 	
OWEN, KARA J.	2016		Director Americas Foreign and Commonwealth Office 	
OXLEY, HUMPHREY L.M.	1967	1969	Deputy Legal Adviser Foreign and Commonwealth Office 	
PACK, ARTHUR J.	1937	1938	Commercial Counsellor Poland 	
PACK, ARTHUR J.	1940	1945	Commercial Counsellor Chile 	
PACK, ARTHUR J.			Minister (Commercial) Argentina 	
PAGE, ANDREW J.W.	2009	2014	Ambassador to Slovenia 	Q4758193
PAGET, Rt. Hon. SIR ARTHUR	1794	1795	Secretary of Legation Prussia 	
PAGET, Rt. Hon. SIR ARTHUR	1798	1799	Envoy to Bavaria 	
PAGET, Rt. Hon. SIR ARTHUR	1800	1801	Minister to the Two Sicilies 	
PAGET, Rt. Hon. SIR ARTHUR	1801	1806	Minister to Austria 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1852	1854	Secretary of Legation Greece 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1854	1857	Secretary of Legation The Netherlands 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1857	1858	Secretary of Legation Portugal 	
PAGET, Rt. Hon. SIR AUGUSTUS B.			Secretary of Legation Prussia 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1858	1859	Minister to Saxony 	
PAGET, Rt. Hon. SIR AUGUSTUS B.			Minister to Sweden (did not proceed)	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1859	1866	Minister to Denmark 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1866	1867	Minister to Portugal 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1867	1883	Minister/Ambassador to Italy 	
PAGET, Rt. Hon. SIR AUGUSTUS B.	1884	1893	Ambassador to Austria-Hungary 	
PAGET, Rt. Hon. SIR RALPH S.	1904	1909	Minister to Siam 	Q7287939
PAGET, Rt. Hon. SIR RALPH S.	1909	1910	Minister Resident Bavaria and Wurttemberg 	Q7287939
PAGET, Rt. Hon. SIR RALPH S.	1910	1913	Minister to Serbia 	Q7287939
PAGET, Rt. Hon. SIR RALPH S.	1913	1916	Assistant Under-Secretary for Foreign Affairs 	Q7287939
PAGET, Rt. Hon. SIR RALPH S.	1916	1918	Minister to Denmark 	Q7287939
PAGET, Rt. Hon. SIR RALPH S.	1918	1920	Minister/Ambassador to Brazil 	Q7287939
PAINTING, JULIA			Deputy High Commissioner Zambia 	
PAKENHAM, Hon. SIR FRANCIS J.	1864	1865	Secretary of Legation Argentina 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1865	1868	Secretary of Legation Brazil 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.			Secretary of Legation Sweden 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1868	1870	Secretary of Legation Belgium 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1870	1874	Secretary of Legation U.S.A. 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1874	1878	Secretary of Legation Denmark 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1878	1885	Minister Resident Chile 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1885	1896	Minister to Argentina 	Q16031265
PAKENHAM, Hon. SIR FRANCIS J.	1896	1902	Minister to Sweden 	Q16031265
PAKENHAM, HENRY D.V.			Counsellor and Head of Chancery Embassy Israel 1963	
PAKENHAM, HENRY D.V.	1964	1967	Counsellor Embassy Argentina 	
PAKENHAM, HENRY D.V.	1968	1971	Deputy Deputy High Commissioner Sydney Australia 	
PAKENHAM, Hon. SIR MICHAEL A	1983	1987	Head of Arms Control and Disarmament Department Foreign and Commonwealth Office 	
PAKENHAM, Hon. SIR MICHAEL A	1987	1991	Counsellor (External Relations) U.K. Permanent Representation to the European Community 	
PAKENHAM, Hon. SIR MICHAEL A	1991	1994	Ambassador to Luxemburg 	
PAKENHAM, Hon. SIR MICHAEL A	1994	1997	Minister France 	
PAKENHAM, Hon. SIR MICHAEL A	1997	1999	Deputy Secretary (Overseas and Defence) Cabinet Office Chairman Joint Intelligence Committee 1997-2000 and Intelligence and Security Co-ordinator Cabinet Office 1999-2000	
PAKENHAM, Hon. SIR MICHAEL A	2001	2003	Ambassador to Poland 	
PAKENHAM, Rt. Hon. SIR RICHARD	1824	1826	Secretary of Legation Switzerland 	Q3431093
PAKENHAM, Rt. Hon. SIR RICHARD	1827	1835	Secretary of Legation Mexico 	Q3431093
PAKENHAM, Rt. Hon. SIR RICHARD	1835	1844	Minister to Mexico 	Q3431093
PAKENHAM, Rt. Hon. SIR RICHARD	1844	1847	Minister to the U.S.A. 	Q3431093
PAKENHAM, Rt. Hon. SIR RICHARD	1851	1855	Minister to Portugal 	Q3431093
PALAIRET, C. SIR MICHAEL	1922	1925	Counsellor Embassy Japan 	Q4342446
PALAIRET, C. SIR MICHAEL			Counsellor Embassy China 	Q4342446
PALAIRET, C. SIR MICHAEL	1926	1928	Head of the Northern Department Foreign Office 	Q4342446
PALAIRET, C. SIR MICHAEL	1928	1929	Counsellor Embassy Italy 	Q4342446
PALAIRET, C. SIR MICHAEL	1929	1935	Minister to Romania 	Q4342446
PALAIRET, C. SIR MICHAEL	1935	1937	Minister to Sweden 	Q4342446
PALAIRET, C. SIR MICHAEL	1937	1938	Minister to Austria	Q4342446
PALAIRET, C. SIR MICHAEL	1939	1943	Minister/Ambassador to Greece 	Q4342446
PALAIRET, C. SIR MICHAEL	1943	1945	Assistant Under-Secretary for Foreign Affairs (Prisoners of War and Culture) 	Q4342446
PALGRAVE, WILLIAM GIFFORD			Agent and Consul-General Bulgaria 	Q1859470
PALGRAVE, WILLIAM GIFFORD	1879	1884	Agent and Consul-General Siam 	Q1859470
PALGRAVE, WILLIAM GIFFORD	1884	1888	Minister Resident Uruguay 	Q1859470
PALLETT, LESLEY	2004	2008	Head of Drugs and International Crime Department Foreign and Commonwealth Office 	
PALLETT, LESLEY	2008	2013	Deputy Governor Gibraltar 	
PALLISER, Rt. Hon. SIR A., MICHAEL	1964	1966	Head of Planning Staff Foreign Office 	Q6833348
PALLISER, Rt. Hon. SIR A., MICHAEL	1966	1969	Private Secretary (Foreign Affairs) to the Prime Minister 	Q6833348
PALLISER, Rt. Hon. SIR A., MICHAEL	1969	1971	Minister France 	Q6833348
PALLISER, Rt. Hon. SIR A., MICHAEL	1971	1975	Ambassador/Permanent Representative to European Communities 	Q6833348
PALLISER, Rt. Hon. SIR A., MICHAEL	1975	1982	Permanent Under-Secretary for Foreign and Commonwealth Affairs 	Q6833348
PALMER, ANDREW E.	1979	1982	Counsellor and Head of Chancery Embassy Norway 	
PALMER, ANDREW E.	1982	1985	Head of Falkland Islands Department Foreign and Commonwealth Office 	
PALMER, ANDREW E.	1986	1988	Ambassador to Cuba 	
PALMER, ANDREW E.	1991	1995	Ambassador to the Holy See 	
PALMER, SIDNEY H.	1994	1999	Deputy High Commissioner Madras India 	
PAPADOPOULOS, ACHILLES S.			Counsellor (Information) Embassy U.S.A. 	
PAPADOPOULOS, ACHILLES S.	1974	1977	Counsellor and Head of Chancery Embassy Cuba 	
PAPADOPOULOS, ACHILLES S.	1977	1979	Ambassador to El Salvador 	
PAPADOPOULOS, ACHILLES S.	1979	1980	Ambassador to Mozambique 	
PAPADOPOULOS, ACHILLES S.	1981	1983	High Commissioner to the Bahamas 	
PARES, PETER	1960	1963	Head of Education/Cultural Relations Department Commonwealth Relations Office 	
PARHAM, PHILIP J.	2000	2003	Commercial Counsellor Saudi Arabia 	Q18753676
PARHAM, PHILIP J.	2004	2006	Head of Counter-Terrorism Policy Department Foreign and Commonwealth Office 	Q18753676
PARHAM, PHILIP J.	2006	2009	High Commissioner to Tanzania 	Q18753676
PARHAM, PHILIP J.	2009	2013	Deputy Permanent Representative to the United Nations Organization New York 	Q18753676
PARHAM, PHILIP J.			Ambassador to the United Arab Emirates 	Q18753676
PARISH, SIR WOODBINE	1825	1826	Consul-General and Charge d’Affaires Argentina and 1828-1831	Q8032383
PARKER, ALWYN	1914	1917	Senior Clerk Contraband Department Foreign Office 	
PARKER, ALWYN	1918	1919	Librarian of the Foreign Office 	
PARKER, JAMES R.W.	1966	1967	Deputy High Commissioner Enugu Nigeria 	
PARKER, JAMES R.W.	1972	1975	High Commissioner to the Gambia 	
PARKER, JAMES R.W.			Consul-General Durban 	
PARKER, JAMES R.W.	1976	1980	Governor of the Falkland Islands 	
PARKER, LYN	1992	1995	Counsellor and Head of Chancery High Commission India 	
PARKER, LYN	1995	1999	Counsellor (Political) U.K. Permanent Representation to the European Union 	
PARKER, LYN	1999	2001	Head of Whitehall Liaison Department Foreign and Commonwealth Office 	
PARKER, LYN	2001	2005	High Commissioner to Cyprus 	
PARKER, LYN	2005	2009	Ambassador to the Netherlands 	
PARKES, SIR HARRY S.	1865	1883	Minister to Japan 	
PARKES, SIR HARRY S.	1883	1885	Minister to China 	
PARKES, Sir RODERICK W.	1953	1954	Head of Information Services Department Foreign Office 	Q7356664
PARKES, Sir RODERICK W.	1954	1955	Counsellor Embassy Indonesia 	Q7356664
PARKES, Sir RODERICK W.	1955	1956	Ambassador to Saudi Arabia 	Q7356664
PARKES, Sir RODERICK W.	1957	1960	Ambassador to South Vietnam 	Q7356664
PARKES, Sir RODERICK W.			Ambassador to Sudan 	Q7356664
PARKES, Sir RODERICK W.	1962	1966	Ambassador to Jordan 	Q7356664
PARKINSON, SIR A.C. COSMO	1925	1927	Assistant Secretary Dominions Office 	
PARKINSON, SIR A.C. COSMO	1927	1931	Head of East Africa Department Colonial Office 	
PARKINSON, SIR A.C. COSMO	1931	1937	Assistant Under-Secretary for the Colonies 	
PARKINSON, SIR A.C. COSMO	1937	1940	Permanent Under-Secretary for the Colonies 	
PARKINSON, SIR A.C. COSMO			Permanent Under-Secretary for the Dominions 	
PARKINSON, SIR A.C. COSMO	1940	1942	Permanent Under-Secretary for the Colonies 	
PARKINSON, HOWARD	1994	1996	Consul-General Washington 	
PARKINSON, HOWARD	1997	2000	Commercial and Economic Counsellor Malaysia 	
PARKINSON, HOWARD	2001	2003	Deputy High Commissioner Mumbai India 	
PARKINSON, HOWARD	2003	2007	High Commissioner to Mozambique 	
PARR, RAYMOND C.	1927	1931	Counsellor Legation Persia 	
PARR, SIR ROBERT	1944	1955	Consul-General Lyons 	
PARROTT, SIR CECIL C.	1950	1952	Head of United Nations (Political) Department Foreign Office 	Q302862
PARROTT, SIR CECIL C.	1952	1954	Counsellor Embassy Belgium 	Q302862
PARROTT, SIR CECIL C.	1954	1957	Minister U.S.S.R. 	Q302862
PARROTT, SIR CECIL C.	1957	1960	Director of Research and Librarian Foreign Office 	Q302862
PARROTT, SIR CECIL C.	1960	1966	Ambassador to Czechoslovakia 	Q302862
PARSONS, SIR ANTHONY D.	1965	1969	Political Agent Bahrain 	Q544377
PARSONS, SIR ANTHONY D.	1969	1971	Counsellor and Head of Chancery U.K. Delegation to the United Nations Organization New York 	Q544377
PARSONS, SIR ANTHONY D.	1971	1974	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Middle East and U.N.O.) 	Q544377
PARSONS, SIR ANTHONY D.	1974	1979	Ambassador to Iran 	Q544377
PARSONS, SIR ANTHONY D.			Deputy Under-Secretary of State for Foreign and Commonwealth Affairs (Middle East) 	Q544377
PARSONS, SIR ANTHONY D.	1979	1982	Permanent Representative to the United Nations Organization New York 	Q544377
PARSONS, SIR ANTHONY D.	1982	1983	Adviser to the Prime Minister on Foreign Affairs 	Q544377
PARSONS, Major-General SIR ARTHUR E.B.	1929	1931	Counsellor Legation Afghanistan 	
PARSONS, SIR RICHARD E.C.F.	1969	1972	Counsellor and Head of Chancery High Commission Nigeria 	
PARSONS, SIR RICHARD E.C.F.	1972	1976	Head of Personnel Operations Department Foreign and Commonwealth Office 	
PARSONS, SIR RICHARD E.C.F.	1976	1979	Ambassador to Hungary 	
PARSONS, SIR RICHARD E.C.F.	1980	1984	Ambassador to Spain 	
PARSONS, SIR RICHARD E.C.F.	1984	1987	Ambassador to Sweden 	
PARTRIDGE, DEREK W.	1972	1974	Consul-General Brisbane Australia 	
PARTRIDGE, DEREK W.	1981	1983	Head of Migration and Visa Department Foreign and Commonwealth Office 	
PARTRIDGE, DEREK W.	1983	1986	Head of Nationality and Treaty Department Foreign and Commonwealth Office 	
PARTRIDGE, DEREK W.	1986	1991	High Commissioner to Sierra Leone 	
PASKE-SMITH, MONTAGU B.T.	1936	1941	Minister to Colombia 	
PASSANT, ERNEST J. 	1946	1955	Director of Research and Librarian Foreign Office 	
PATERSON, SIR A. SWINTON	1935	1943	Minister to the Dominican Republic 	
PATERSON, SIR A. SWINTON	1945	1950	Inspector-General of Consular Establishments 	
PATERSON, SIR A. SWINTON	1950	1954	Senior Inspector Foreign Office 	
PATERSON, FIONA			Deputy Permanent Representative to the Disarmament Conference 	
PATERSON, JAMES R.			Deputy High Commissioner Trinidad and Tobago 	
PATERSON, JAMES R.	1982	1985	Ambassador to Outer Mongolia 	
PATERSON, JAMES R.	1985	1989	Consul-General Istanbul 	
PATERSON, JAMES R.	1989	1992	Consul-General Geneva 	
PATERSON, WILLIAM J.M.	1955	1959	Commercial Counsellor Iraq 	
PATERSON, WILLIAM J.M.	1959	1961	Counsellor and Head of Chancery Embassy Norway 	
PATERSON, WILLIAM J.M.	1961	1965	Deputy High Commissioner Madras India 	
PATERSON, WILLIAM J.M.	1965	1968	Consul-General Sao Paulo 	
PATERSON, W. NEIL C.	1997	2001	Consul-General Stuttgart 	
PATERSON, W. NEIL C.	2001	2005	Consul-General Frankfurt 	
PATEY, SIR WILLIAM C.	1994	1995	Inspector 	
PATEY, SIR WILLIAM C.	1995	1998	Counsellor and Deputy Head of Mission Saudi Arabia 	
PATEY, SIR WILLIAM C.	1999	2002	Head of Middle East Department Foreign and Commonwealth Office 	
PATEY, SIR WILLIAM C.	2002	2005	Ambassador to Sudan 	
PATEY, SIR WILLIAM C.	2005	2006	Ambassador to Iraq 	
PATEY, SIR WILLIAM C.	2007	2010	Ambassador to Saudi Arabia 	
PATEY, SIR WILLIAM C.	2010	2012	Ambassador to Afghanistan 	
PATON, GEORGE P.	1930	1937	Commercial Counsellor U.S.S.R. 	
PATON, GEORGE P.	1937	1942	Consul-General Istanbul 	
PATRICK, ANDREW S.	2004	2007	Deputy High Commissioner South Africa 	
PATRICK, ANDREW S.	2007	2009	Counsellor and Deputy Head of Mission Afghanistan 	
PATRICK, ANDREW S.	2009	2013	Director South Asia Foreign and Commonwealth Office 	
PATRICK, ANDREW S.			Ambassador to Burma 	
PATRICK, SIR PAUL J.	1930	1933	Acting Joint Secretary Political and Secret Department India Office 	
PATRICK, SIR PAUL J.	1933	1941	Secretary Political Department (Internal) India Office 	
PATRICK, SIR PAUL J.	1941	1947	Assistant Under-Secretary for India 	
PATRICK, SIR PAUL J.	1947	1949	Assistant Under-Secretary for Commonwealth Relations 	
PATRON, FRANCIS J.	1939	1941	Consul-General Barcelona 	
PATRON, FRANCIS J.	1944	1946	Consul-General Lourenco Marques 	
PATTERSON, ERIC	1982	1988	Consul-General Auckland 	
PATTISON, STEPHEN D.	1997	2000	Commercial Counsellor Poland 	
PATTISON, STEPHEN D.	2000	2003	Head of United Nations Department Foreign and Commonwealth Office 	
PATTISON, STEPHEN D.	2004	2007	Director International Security Foreign and Commonwealth Office 	
PATTON, GEOFFREY J.L.	2006	2010	Deputy High Commissioner Trinidad and Tobago 	
PAUL, ALAN R.	1989	1991	Head of Hong Kong Department Foreign and Commonwealth Office 	
PAUL, ALAN R.	1991	1997	Deputy Senior Representative Sino-British Joint Liaison Group Hong Kong 	
PAUL, ALAN R.	1997	2000	Senior British Representative Sino-British Joint Liaison Group Hong Kong 	
PAUNCEFOTE, Rt. Hon. SIR JULIAN	1874	1876	Assistant Under-Secretary for the Colonies 	Q6037424
PAUNCEFOTE, Rt. Hon. SIR JULIAN	1876	1882	Assistant Under-Secretary for Foreign Affairs 	Q6037424
PAUNCEFOTE, Rt. Hon. SIR JULIAN	1882	1889	Permanent Under-Secretary for Foreign Affairs 	Q6037424
PAUNCEFOTE, Rt. Hon. SIR JULIAN	1889	1902	Minister/Ambassador to the U.S.A. 	Q6037424
PAXMAN, T. GILES	1994	1998	Economic and Commercial Counsellor Italy 	Q5561698
PAXMAN, T. GILES	1999	2002	Counsellor (Political) U.K. Permanent Representation to the European Union 	Q5561698
PAXMAN, T. GILES	2002	2005	Minister France 	Q5561698
PAXMAN, T. GILES	2005	2009	Ambassador to Mexico 	Q5561698
PAXMAN, T. GILES	2009	2013	Ambassador to Spain 	Q5561698
PAYNE, ALAN J.	1975	1979	Counsellor Embassy Mexico 	
PAYNE, ALAN J.	1979	1982	Head of Mexico and Caribbean/Mexico and Central American Department Foreign and Commonwealth Office 	
PAYNE, ALAN J.	1982	1987	Consul-General Lyons 	
PAYNE, ALAN J.	1987	1989	High Commissioner to Jamaica and Ambassador to Haiti 	
PAYNE, ARTHUR S.	1983	1987	Counsellor and Head of Chancery Embassy Philippines 	
PEAKE, SIR CHARLES B.P.	1939	1941	Head of the News Department Foreign Office 	Q17986386
PEAKE, SIR CHARLES B.P.	1945	1946	Consul-General Tangier 	Q17986386
PEAKE, SIR CHARLES B.P.	1946	1951	Ambassador to Yugoslavia 	Q17986386
PEAKE, SIR CHARLES B.P.	1951	1957	Ambassador to Greece 	Q17986386
PEARCE, ANDREW J.	2001	2003	Counsellor and Deputy Head of Mission Romania 	
PEARCE, ANDREW J.	2004	2008	Counsellor and Deputy Head of Mission Thailand 	
PEARCE, ANDREW J.			Governor of Montserrat 	
PEARCE, DAVID	2010		Deputy High Commissioner Zambia 	
PEARCE, HOWARD J.S.	1991	1994	Counsellor and Deputy Head of Mission Hungary 	Q1056021
PEARCE, HOWARD J.S.	1996	1999	Head of Central European Department Foreign and Commonwealth Office 	Q1056021
PEARCE, HOWARD J.S.	1999	2002	High Commissioner to Malta 	Q1056021
PEARCE, HOWARD J.S.	2002	2006	Governor of the Falkland Islands 	Q1056021
PEAREY, DAVID D.	1992	1995	Inspector 	Q3560835
PEAREY, DAVID D.	1995	1999	Counsellor High Commission Nigeria 	Q3560835
PEAREY, DAVID D.	2000	2004	Deputy High Commissioner Karachi Pakistan 	Q3560835
PEAREY, DAVID D.	2004	2006	High Commissioner to Malawi 	Q3560835
PEAREY, DAVID D.	2006	2010	Governor of the British Virgin Islands 	Q3560835
PEARSON, DAVID M.	1969	1972	Consul-General Casablanca 	
PEARSON, DAVID M.	1972	1975	Ambassador to Honduras 	
PEARSON, GERALD L.	1967	1971	Commercial Counsellor the Netherlands 	
PEARSON, GERALD L.	1971	1978	Counsellor (Hong Kong Affairs) U.K. Mission to the United Nations Organizations Geneva 	
PEART, MICHAEL J.	1991	1994	Ambassador to Lithuania 	
PEART, MICHAEL J.	1995	1997	Ambassador/High Commissioner to Fiji 	
PEASE, ROBERT J.C.	1974	1977	Deputy High Commissioner Mauritius 	
PEASE, ROBERT J.C.	1977	1980	Counsellor (Administration) Embassy U.S.S.R. 	
PEASE, SIMON R.H.	1994	1997	Head of Management Consultancy and Inspection Department Foreign and Commonwealth Office 	
PEASE, SIMON R.H.	1997	2001	Counsellor and Deputy Head of Mission Israel 	
PEASE, SIMON R.H.	2001		Assistant Director (Personnel Management)/Human Resources (Workforce Planning) Foreign and Commonwealth Office 	
PECK, SIR EDWARD H.	1953	1955	 Head of General Department Foreign Office 	
PECK, SIR EDWARD H.	1955	1958	Deputy Commandant British Sector Berlin 	
PECK, SIR EDWARD H.	1958	1961	Counsellor U.K. Commission South-East Asia 	
PECK, SIR EDWARD H.	1961	1966	Assistant Under-Secretary for Foreign Affairs (Asia) 	
PECK, SIR EDWARD H.	1966	1969	High Commissioner to Kenya 	
PECK, SIR EDWARD H.	1968	1970	Deputy Under-Secretary for Foreign and Commonwealth Affairs (Defence and Intelligence)	
PECK, SIR EDWARD H.	1970	1975	Permanent Representative to N.A.T.O. 	
PECK, SIR JOHN H.	1951	1953	Head of Information Research Department Foreign Office 	
PECK, SIR JOHN H.	1954	1956	Counsellor British Middle East Office 	
PECK, SIR JOHN H.	1956	1959	Director-General British Information Services United States of America 	
PECK, SIR JOHN H.	1959	1962	Permanent Representative to the Council of Europe 	
PECK, SIR JOHN H.	1962	1966	Ambassador to Senegal and to Mauritania 1962-1965	
PECK, SIR JOHN H.	1966	1970	Assistant Under-Secretary for Foreign Affairs (Information Research/Information and Culture) 	
PECK, SIR JOHN H.	1970	1973	Ambassador to Ireland 	
PEEL, SIR ARTHUR R.			Secretary of Legation the Netherlands 	Q4799942
PEEL, SIR ARTHUR R.	1909	1915	Minister to Siam 	Q4799942
PEEL, SIR ARTHUR R.	1915	1918	Minister to Brazil 	Q4799942
PEEL, SIR ARTHUR R.	1920	1921	Minister to Bulgaria 	Q4799942
PEEL, Rt. Hon. SIR ROBERT, Bt.	1846	1850	Secretary of Legation Switzerland 	
PEEL, RONALD G.	1974	1978	Consul-General Tangier 	
PEIRCE, ROBERT N.	1999	2004	Counsellor (Political and Public Affairs) Embassy U.S.A. 	
PEIRCE, ROBERT N.	2005	2009	Consul-General Los Angeles 	
PELHAM, SIR G. CLINTON	1946	1948	Commercial Counsellor Iraq 	
PELHAM, SIR G. CLINTON	1948	1951	Commercial Counsellor Spain 	
PELHAM, SIR G. CLINTON	1951	1955	Ambassador to Saudi Arabia 	
PELHAM, SIR G. CLINTON	1955	1957	Ambassador to Czechoslovakia 	
PELLEW, MARK E.	1983	1989	Counsellor (Congressional) Embassy U.S.A. 	Q6769207
PELLEW, MARK E.	1991	1996	Head of North America Department Foreign and Commonwealth Office 	Q6769207
PELLEW, MARK E.	1998	2002	Ambassador to the Holy See 	Q6769207
PELLY, CORNELIUS J.	1947	1951	Political Agent Bahrain 	
PELLY, CORNELIUS J.	1951	1955	Political Agent Kuwait 	
PELLY, FRANCIS J.	1970	1973	Consul-General Seattle 	
PEMBERTON-PIGOTT, A. DESMOND F.	1961	1964	Head of Atomic Energy and Disarmament Department Foreign Office 	
PEMBERTON-PIGOTT, A. DESMOND F.	1964	1968	Minister Turkey 	
PEMBERTON-PIGOTT, A. DESMOND F.	1969	1972	Ambassador and Deputy Permanent Representative to N.A.T.O. 	
PEMBERTON-PIGOTT, A. DESMOND F.			Senior Civilian Instructor Royal College of Defence Studies 	
PENFOLD, PETER A.	1984	1987	Deputy High Commissioner Uganda 	Q7176344
PENFOLD, PETER A.	1991	1995	Governor of the British Virgin Islands 	Q7176344
PENFOLD, PETER A.	1997	2000	High Commissioner to Sierra Leone 	Q7176344
PENNELL, JOHN CROKER	1863	1865	Senior Clerk Turkish Department Foreign Office 	
PENNEY, JOHN A.	1995	1999	Minister-Counsellor Brazil 	
PENNOCK, B.A.F.		1970	Deputy High Commissioner Perth Australia 	
PENNOCK, B.A.F.	1970	1972	Counsellor High Commission Trinidad and Tobago 	
PERCEVAL, CHARLES A.S.			Consul-General Philadelphia 	
PERCEVAL, MICHAEL	1980	1982	Counsellor and Head of Chancery Cuba 	
PERCEVAL, MICHAEL	1982	1985	Counsellor (Political and Economic) Embassy Brazil 	
PERCEVAL, MICHAEL	1985	1989	Commercial Counsellor Italy 	
PERCEVAL, MICHAEL	1990	1992	Consul-General Sao Paulo 	
PERCY, Hon. ALGERNON	1814	1823	Secretary of Legation Sardinia-Piedmont 	
PERCY, Hon. ALGERNON	1823	1826	Secretary of Embassy France 	
PERCY, Hon. ALGERNON	1826	1832	Minister to Switzerland 	
PERKINS, ALAN H.B.	1957	1959	Consul-General Salonica 	
PERKINS, JACQUELINE L.			Counsellor and Deputy Head of Mission Kuwait 	
PEROWNE, SIR J. VICTOR T.W.T.	1941	1947	Head of South American Department Foreign Office 	Q7926237
PEROWNE, SIR J. VICTOR T.W.T.	1947	1951	Minister to the Holy See 	Q7926237
PERROTT, JOHN G.	2000	2002	High Commissioner to Gambia 	
PESTELL, CATHERINE E.	1975	1978	Counsellor Embassy German Democratic Republic 	
PESTELL, CATHERINE E.	1980	1982	Inspector 	
PESTELL, CATHERINE E.	1983	1987	Minister (Economic) Federal Republic of Germany 	
PESTELL, CATHERINE E.	1987	1989	Assistant Under-Secretary for Foreign and Commonwealth Affairs (Public Departments) 	
PETERS, THEOPHILUS	1965	1968	Commercial Counsellor China 	
PETERS, THEOPHILUS	1969	1971	Head of Training Department Foreign and Commonwealth Office 	
PETERS, THEOPHILUS	1971	1973	Counsellor Embassy Argentina and Consul-General Buenos Aires 	
PETERS, THEOPHILUS	1973	1978	Consul-General Antwerp 	
PETERS, WILLIAM	1967	1968	Head of Zambia and Malawi Department Commonwealth Office 	
PETERS, WILLIAM	1968	1969	Head of Central Africa Department Foreign and Commonwealth Office 	
PETERS, WILLIAM	1971	1973	Counsellor and Head of Chancery High Commission Australia 	
PETERS, WILLIAM	1974	1977	Deputy High Commissioner Bombay India 	
PETERS, WILLIAM	1977	1980	Ambassador to Uruguay 	
PETERS, WILLIAM	1980	1983	High Commissioner to Malawi 	
PETERSEN, SIR JEFFREY C.	1964	1968	Commercial Counsellor Greece 	
PETERSEN, SIR JEFFREY C.	1968	1971	Minister (Commercial) Brazil 	
PETERSEN, SIR JEFFREY C.	1971	1974	Ambassador to South Korea 	
PETERSEN, SIR JEFFREY C.	1975	1977	Ambassador to Romania 	
PETERSEN, SIR JEFFREY C.	1977	1980	Ambassador to Sweden 	
PETERSON, SIR MAURICE D.	1929	1931	Counsellor Embassy Spain 	Q4360279
PETERSON, SIR MAURICE D.	1931	1935	Head of the Egyptian Department Foreign Office 	Q4360279
PETERSON, SIR MAURICE D.			Head of the League of Nations and Western Department Foreign Office 	Q4360279
PETERSON, SIR MAURICE D.	1935	1936	Head of the Abyssinian Department Foreign Office 	Q4360279
PETERSON, SIR MAURICE D.	1936	1938	Minister to Bulgaria 	Q4360279
PETERSON, SIR MAURICE D.	1938	1939	Ambassador to Iraq 	Q4360279
PETERSON, SIR MAURICE D.	1939	1940	Ambassador to Spain 	Q4360279
PETERSON, SIR MAURICE D.	1942	1944	Assistant Under-Secretary for Foreign Affairs (Middle East/Far East) 	Q4360279
PETERSON, SIR MAURICE D.	1944	1946	Ambassador to Turkey 	Q4360279
PETERSON, SIR MAURICE D.	1946	1949	Ambassador to the U.S.S.R. 	Q4360279
PETRE, SIR GEORGE GLYNN	1859	1864	Secretary of Legation Hanover 	Q16031271
PETRE, SIR GEORGE GLYNN	1864	1866	Secretary of Legation Denmark 	Q16031271
